year,oda_gni_ratio,indicator,name_short
2029,0.006201079657286845,Excluding Ukraine,Portugal
2030,0.007,Excluding Ukraine,Portugal
2031,0.007,Excluding Ukraine,Portugal
2032,0.007,Excluding Ukraine,Portugal
2033,0.007,Excluding Ukraine,Portugal
2034,0.007,Excluding Ukraine,Portugal
2018,0.010631034766815541,Excluding Ukraine,Sweden
2019,0.009470235889756337,Excluding Ukraine,Sweden
2020,0.011266219390755665,Excluding Ukraine,Sweden
2021,0.008969458233219665,Excluding Ukraine,Sweden
2022,0.008264207352746505,Excluding Ukraine,Sweden
2023,0.008421752898279435,Excluding Ukraine,Sweden
2024,0.008421752898279435,Excluding Ukraine,Sweden
2025,0.008421752898279435,Excluding Ukraine,Sweden
2026,0.008421752898279435,Excluding Ukraine,Sweden
2027,0.008421752898279435,Excluding Ukraine,Sweden
2028,0.008421752898279435,Excluding Ukraine,Sweden
2029,0.008421752898279435,Excluding Ukraine,Sweden
2030,0.008421752898279435,Excluding Ukraine,Sweden
2031,0.008421752898279435,Excluding Ukraine,Sweden
2032,0.008421752898279435,Excluding Ukraine,Sweden
2033,0.008421752898279435,Excluding Ukraine,Sweden
2034,0.008421752898279435,Excluding Ukraine,Sweden
2018,0.00355113416137073,Excluding Ukraine,Finland
2019,0.004113465388044263,Excluding Ukraine,Finland
2020,0.0045794347866841565,Excluding Ukraine,Finland
2021,0.004652497973011823,Excluding Ukraine,Finland
2022,0.005155609050162885,Excluding Ukraine,Finland
2023,0.004680109341880534,Excluding Ukraine,Finland
2024,0.005011522293040458,Excluding Ukraine,Finland
2025,0.005342935244200381,Excluding Ukraine,Finland
2026,0.005674348195360305,Excluding Ukraine,Finland
2027,0.006005761146520229,Excluding Ukraine,Finland
2028,0.006337174097680153,Excluding Ukraine,Finland
2029,0.006668587048840076,Excluding Ukraine,Finland
2030,0.007,Excluding Ukraine,Finland
2031,0.007,Excluding Ukraine,Finland
2032,0.007,Excluding Ukraine,Finland
2033,0.007,Excluding Ukraine,Finland
2034,0.007,Excluding Ukraine,Finland
2018,0.003126453102025847,Excluding Ukraine,Ireland
2019,0.00313627963919164,Excluding Ukraine,Ireland
2020,0.0029994612870294815,Excluding Ukraine,Ireland
2021,0.002975170680073817,Excluding Ukraine,Ireland
2022,0.005816417102338697,Excluding Ukraine,Ireland
2023,0.0062303298634774065,Excluding Ukraine,Ireland
2024,0.006340282740123491,Excluding Ukraine,Ireland
2025,0.006450235616769576,Excluding Ukraine,Ireland
2026,0.0065601884934156605,Excluding Ukraine,Ireland
2027,0.006670141370061746,Excluding Ukraine,Ireland
2028,0.006780094246707831,Excluding Ukraine,Ireland
2029,0.0068900471233539155,Excluding Ukraine,Ireland
2030,0.007,Excluding Ukraine,Ireland
2031,0.007,Excluding Ukraine,Ireland
2032,0.007,Excluding Ukraine,Ireland
2033,0.007,Excluding Ukraine,Ireland
2034,0.007,Excluding Ukraine,Ireland
2018,0.009799294144885897,Excluding Ukraine,Luxembourg
2019,0.010292066833311407,Excluding Ukraine,Luxembourg
2020,0.010206289933991594,Excluding Ukraine,Luxembourg
2021,0.009800865490067083,Excluding Ukraine,Luxembourg
2022,0.00940743560795515,Excluding Ukraine,Luxembourg
2023,0.009346984176978441,Excluding Ukraine,Luxembourg
2024,0.009346984176978441,Excluding Ukraine,Luxembourg
2025,0.009346984176978441,Excluding Ukraine,Luxembourg
2026,0.009346984176978441,Excluding Ukraine,Luxembourg
2027,0.009346984176978441,Excluding Ukraine,Luxembourg
2028,0.009346984176978441,Excluding Ukraine,Luxembourg
2029,0.009346984176978441,Excluding Ukraine,Luxembourg
2030,0.009346984176978441,Excluding Ukraine,Luxembourg
2031,0.009346984176978441,Excluding Ukraine,Luxembourg
2032,0.009346984176978441,Excluding Ukraine,Luxembourg
2033,0.009346984176978441,Excluding Ukraine,Luxembourg
2034,0.009346984176978441,Excluding Ukraine,Luxembourg
2018,0.0011780818376736309,Excluding Ukraine,Cyprus
2019,0.0009354130778488331,Excluding Ukraine,Cyprus
2020,0.0005572849048496936,Excluding Ukraine,Cyprus
2021,0.0007273713894814014,Excluding Ukraine,Cyprus
2022,0.0003954976002398996,Excluding Ukraine,Cyprus
2023,0.0005318113564207573,Excluding Ukraine,Cyprus
2024,0.0009272668769320777,Excluding Ukraine,Cyprus
2025,0.0013227223974433982,Excluding Ukraine,Cyprus
2026,0.0017181779179547183,Excluding Ukraine,Cyprus
2027,0.002113633438466039,Excluding Ukraine,Cyprus
2028,0.0025090889589773594,Excluding Ukraine,Cyprus
2029,0.0029045444794886795,Excluding Ukraine,Cyprus
2030,0.0033,Excluding Ukraine,Cyprus
2031,0.0033,Excluding Ukraine,Cyprus
2032,0.0033,Excluding Ukraine,Cyprus
2033,0.0033,Excluding Ukraine,Cyprus
2034,0.0033,Excluding Ukraine,Cyprus
2018,0.0013114952922451963,Excluding Ukraine,Greece
2019,0.0017265955683983568,Excluding Ukraine,Greece
2020,0.0016504818083092308,Excluding Ukraine,Greece
2021,0.0015163408966802905,Excluding Ukraine,Greece
2022,0.0012556380251983223,Excluding Ukraine,Greece
2023,0.0009866819960535963,Excluding Ukraine,Greece
2024,0.0018457274251887968,Excluding Ukraine,Greece
2025,0.002704772854323997,Excluding Ukraine,Greece
2026,0.003563818283459198,Excluding Ukraine,Greece
2027,0.004422863712594398,Excluding Ukraine,Greece
2028,0.005281909141729599,Excluding Ukraine,Greece
2029,0.0061409545708647996,Excluding Ukraine,Greece
2030,0.007,Excluding Ukraine,Greece
2031,0.007,Excluding Ukraine,Greece
2032,0.007,Excluding Ukraine,Greece
2033,0.007,Excluding Ukraine,Greece
2034,0.007,Excluding Ukraine,Greece
2018,0.002460759790598589,Excluding Ukraine,Malta
2019,0.003024360766842817,Excluding Ukraine,Malta
2020,0.004003263366455751,Excluding Ukraine,Malta
2021,0.003168018102960589,Excluding Ukraine,Malta
2022,0.0026948924935825016,Excluding Ukraine,Malta
2023,0.0025692544982645485,Excluding Ukraine,Malta
2024,0.0026736467127981846,Excluding Ukraine,Malta
2025,0.0027780389273318203,Excluding Ukraine,Malta
2026,0.0028824311418654564,Excluding Ukraine,Malta
2027,0.002986823356399092,Excluding Ukraine,Malta
2028,0.003091215570932728,Excluding Ukraine,Malta
2029,0.0031956077854663643,Excluding Ukraine,Malta
2030,0.0033,Excluding Ukraine,Malta
2031,0.0033,Excluding Ukraine,Malta
2032,0.0033,Excluding Ukraine,Malta
2033,0.0033,Excluding Ukraine,Malta
2034,0.0033,Excluding Ukraine,Malta
2018,0.0019932822859947473,Excluding Ukraine,Spain
2019,0.0020525948629368635,Excluding Ukraine,Spain
2020,0.0022458948108934436,Excluding Ukraine,Spain
2021,0.002515010479610183,Excluding Ukraine,Spain
2022,0.0025766986464377498,Excluding Ukraine,Spain
2023,0.002022989711650166,Excluding Ukraine,Spain
2024,0.002733991181414428,Excluding Ukraine,Spain
2025,0.00344499265117869,Excluding Ukraine,Spain
2026,0.004155994120942952,Excluding Ukraine,Spain
2027,0.004866995590707215,Excluding Ukraine,Spain
2028,0.005577997060471476,Excluding Ukraine,Spain
2029,0.006288998530235739,Excluding Ukraine,Spain
2030,0.007,Excluding Ukraine,Spain
2031,0.007,Excluding Ukraine,Spain
2032,0.007,Excluding Ukraine,Spain
2033,0.007,Excluding Ukraine,Spain
2034,0.007,Excluding Ukraine,Spain
2018,0.0015221911779435137,Excluding Ukraine,Slovenia
2019,0.0015995048056769415,Excluding Ukraine,Slovenia
2020,0.0016779029613748005,Excluding Ukraine,Slovenia
2021,0.0018426223723204474,Excluding Ukraine,Slovenia
2022,0.002363731435231209,Excluding Ukraine,Slovenia
2023,0.0019636993665094605,Excluding Ukraine,Slovenia
2024,0.002154599457008109,Excluding Ukraine,Slovenia
2025,0.0023454995475067574,Excluding Ukraine,Slovenia
2026,0.0025363996380054063,Excluding Ukraine,Slovenia
2027,0.0027272997285040547,Excluding Ukraine,Slovenia
2028,0.002918199819002703,Excluding Ukraine,Slovenia
2029,0.0031090999095013516,Excluding Ukraine,Slovenia
2030,0.0033,Excluding Ukraine,Slovenia
2031,0.0033,Excluding Ukraine,Slovenia
2032,0.0033,Excluding Ukraine,Slovenia
2033,0.0033,Excluding Ukraine,Slovenia
2034,0.0033,Excluding Ukraine,Slovenia
2018,0.0013192847367637225,Excluding Ukraine,Croatia
2019,0.0011859650817735248,Excluding Ukraine,Croatia
2020,0.0012479362755944375,Excluding Ukraine,Croatia
2021,0.0012248426466599882,Excluding Ukraine,Croatia
2022,0.0015552316625426473,Excluding Ukraine,Croatia
2023,0.001633016000998863,Excluding Ukraine,Croatia
2024,0.0018711565722847397,Excluding Ukraine,Croatia
2025,0.0021092971435706163,Excluding Ukraine,Croatia
2026,0.0023474377148564934,Excluding Ukraine,Croatia
2027,0.00258557828614237,Excluding Ukraine,Croatia
2028,0.0028237188574282467,Excluding Ukraine,Croatia
2029,0.0030618594287141233,Excluding Ukraine,Croatia
2030,0.0033,Excluding Ukraine,Croatia
2031,0.0033,Excluding Ukraine,Croatia
2032,0.0033,Excluding Ukraine,Croatia
2033,0.0033,Excluding Ukraine,Croatia
2034,0.0033,Excluding Ukraine,Croatia
2018,0.0012872122285334377,Excluding Ukraine,Czechia
2019,0.0012801746348310454,Excluding Ukraine,Czechia
2020,0.0011935262803429738,Excluding Ukraine,Czechia
2021,0.0012876293396274113,Excluding Ukraine,Czechia
2022,0.003312153409833866,Excluding Ukraine,Czechia
2023,0.002001017961946098,Excluding Ukraine,Czechia
2024,0.002186586824525227,Excluding Ukraine,Czechia
2025,0.002372155687104356,Excluding Ukraine,Czechia
2026,0.0025577245496834844,Excluding Ukraine,Czechia
2027,0.0027432934122626138,Excluding Ukraine,Czechia
2028,0.002928862274841742,Excluding Ukraine,Czechia
2029,0.003114431137420871,Excluding Ukraine,Czechia
2030,0.0033,Excluding Ukraine,Czechia
2031,0.0033,Excluding Ukraine,Czechia
2032,0.0033,Excluding Ukraine,Czechia
2033,0.0033,Excluding Ukraine,Czechia
2034,0.0033,Excluding Ukraine,Czechia
2018,0.001289174388453027,Excluding Ukraine,Slovakia
2019,0.0010813974701287172,Excluding Ukraine,Slovakia
2020,0.0013002270350679023,Excluding Ukraine,Slovakia
2021,0.0013098831948762269,Excluding Ukraine,Slovakia
2022,0.0011037604668793076,Excluding Ukraine,Slovakia
2023,0.0009639762294456709,Excluding Ukraine,Slovakia
2024,0.0012976939109534322,Excluding Ukraine,Slovakia
2025,0.0016314115924611935,Excluding Ukraine,Slovakia
2026,0.0019651292739689546,Excluding Ukraine,Slovakia
2027,0.002298846955476716,Excluding Ukraine,Slovakia
2028,0.0026325646369844773,Excluding Ukraine,Slovakia
2029,0.0029662823184922384,Excluding Ukraine,Slovakia
2030,0.0033,Excluding Ukraine,Slovakia
2031,0.0033,Excluding Ukraine,Slovakia
2032,0.0033,Excluding Ukraine,Slovakia
2033,0.0033,Excluding Ukraine,Slovakia
2034,0.0033,Excluding Ukraine,Slovakia
2018,0.0010862274676727614,Excluding Ukraine,Bulgaria
2019,0.000931938852908571,Excluding Ukraine,Bulgaria
2020,0.0012215037593984962,Excluding Ukraine,Bulgaria
2021,0.0011552317880794702,Excluding Ukraine,Bulgaria
2022,0.002335,Excluding Ukraine,Bulgaria
2023,0.0015075499543708887,Excluding Ukraine,Bulgaria
2024,0.0017636142466036188,Excluding Ukraine,Bulgaria
2025,0.0020196785388363492,Excluding Ukraine,Bulgaria
2026,0.0022757428310690793,Excluding Ukraine,Bulgaria
2027,0.0025318071233018094,Excluding Ukraine,Bulgaria
2028,0.0027878714155345394,Excluding Ukraine,Bulgaria
2029,0.0030439357077672695,Excluding Ukraine,Bulgaria
2030,0.0033,Excluding Ukraine,Bulgaria
2031,0.0033,Excluding Ukraine,Bulgaria
2032,0.0033,Excluding Ukraine,Bulgaria
2033,0.0033,Excluding Ukraine,Bulgaria
2034,0.0033,Excluding Ukraine,Bulgaria
2018,0.002031595436809897,Excluding Ukraine,Hungary
2019,0.00205105427514156,Excluding Ukraine,Hungary
2020,0.0025103028118385663,Excluding Ukraine,Hungary
2021,0.0026214976222801107,Excluding Ukraine,Hungary
2022,0.002013029565534377,Excluding Ukraine,Hungary
2023,0.0010694681773279389,Excluding Ukraine,Hungary
2024,0.0013881155805668048,Excluding Ukraine,Hungary
2025,0.0017067629838056707,Excluding Ukraine,Hungary
2026,0.0020254103870445362,Excluding Ukraine,Hungary
2027,0.002344057790283402,Excluding Ukraine,Hungary
2028,0.002662705193522268,Excluding Ukraine,Hungary
2029,0.002981352596761134,Excluding Ukraine,Hungary
2030,0.0033,Excluding Ukraine,Hungary
2031,0.0033,Excluding Ukraine,Hungary
2032,0.0033,Excluding Ukraine,Hungary
2033,0.0033,Excluding Ukraine,Hungary
2034,0.0033,Excluding Ukraine,Hungary
2018,0.0012245978315244003,Excluding Ukraine,Poland
2019,0.0012209339446561367,Excluding Ukraine,Poland
2020,0.00125826319252887,Excluding Ukraine,Poland
2021,0.0013214754427409018,Excluding Ukraine,Poland
2022,0.004409581997097513,Excluding Ukraine,Poland
2023,0.0025830281851454795,Excluding Ukraine,Poland
2024,0.002685452730124697,Excluding Ukraine,Poland
2025,0.002787877275103914,Excluding Ukraine,Poland
2026,0.0028903018200831312,Excluding Ukraine,Poland
2027,0.002992726365062348,Excluding Ukraine,Poland
2028,0.0030951509100415656,Excluding Ukraine,Poland
2029,0.0031975754550207826,Excluding Ukraine,Poland
2030,0.0033,Excluding Ukraine,Poland
2031,0.0033,Excluding Ukraine,Poland
2032,0.0033,Excluding Ukraine,Poland
2033,0.0033,Excluding Ukraine,Poland
2034,0.0033,Excluding Ukraine,Poland
2018,0.0010438333903523777,Excluding Ukraine,Romania
2019,0.001006416340171481,Excluding Ukraine,Romania
2020,0.0011917865160286007,Excluding Ukraine,Romania
2021,0.0014406664569721706,Excluding Ukraine,Romania
2022,0.0010380973943655753,Excluding Ukraine,Romania
2023,0.0012820440663077616,Excluding Ukraine,Romania
2024,0.0015703234854066528,Excluding Ukraine,Romania
2025,0.0018586029045055438,Excluding Ukraine,Romania
2026,0.002146882323604435,Excluding Ukraine,Romania
2027,0.0024351617427033263,Excluding Ukraine,Romania
2028,0.0027234411618022175,Excluding Ukraine,Romania
2029,0.0030117205809011083,Excluding Ukraine,Romania
2030,0.0033,Excluding Ukraine,Romania
2031,0.0033,Excluding Ukraine,Romania
2032,0.0033,Excluding Ukraine,Romania
2033,0.0033,Excluding Ukraine,Romania
2034,0.0033,Excluding Ukraine,Romania
2018,0.001503091586103235,Excluding Ukraine,Estonia
2019,0.001463339144208318,Excluding Ukraine,Estonia
2020,0.001481185918044808,Excluding Ukraine,Estonia
2021,0.0014971673954103652,Excluding Ukraine,Estonia
2022,0.004852671436386454,Excluding Ukraine,Estonia
2023,0.002238173075828772,Excluding Ukraine,Estonia
2024,0.0023898626364246616,Excluding Ukraine,Estonia
2025,0.0025415521970205517,Excluding Ukraine,Estonia
2026,0.0026932417576164412,Excluding Ukraine,Estonia
2027,0.002844931318212331,Excluding Ukraine,Estonia
2028,0.002996620878808221,Excluding Ukraine,Estonia
2029,0.0031483104394041104,Excluding Ukraine,Estonia
2030,0.0033,Excluding Ukraine,Estonia
2031,0.0033,Excluding Ukraine,Estonia
2032,0.0033,Excluding Ukraine,Estonia
2033,0.0033,Excluding Ukraine,Estonia
2034,0.0033,Excluding Ukraine,Estonia
2018,0.000991048621714878,Excluding Ukraine,Latvia
2019,0.0009889890568732657,Excluding Ukraine,Latvia
2020,0.0011441319724406873,Excluding Ukraine,Latvia
2021,0.0011483302601925833,Excluding Ukraine,Latvia
2022,0.0014737493808816245,Excluding Ukraine,Latvia
2023,0.002756728650340401,Excluding Ukraine,Latvia
2024,0.002834338843148915,Excluding Ukraine,Latvia
2025,0.0029119490359574294,Excluding Ukraine,Latvia
2026,0.0029895592287659434,Excluding Ukraine,Latvia
2027,0.0030671694215744574,Excluding Ukraine,Latvia
2028,0.0031447796143829715,Excluding Ukraine,Latvia
2029,0.003222389807191486,Excluding Ukraine,Latvia
2030,0.0033,Excluding Ukraine,Latvia
2031,0.0033,Excluding Ukraine,Latvia
2032,0.0033,Excluding Ukraine,Latvia
2033,0.0033,Excluding Ukraine,Latvia
2034,0.0033,Excluding Ukraine,Latvia
2018,0.0011531136687644046,Excluding Ukraine,Lithuania
2019,0.0012119455902907987,Excluding Ukraine,Lithuania
2020,0.0012132941156711866,Excluding Ukraine,Lithuania
2021,0.0012742621722252401,Excluding Ukraine,Lithuania
2022,0.002401004037496825,Excluding Ukraine,Lithuania
2023,0.0015994175093440148,Excluding Ukraine,Lithuania
2024,0.0018423578651520127,Excluding Ukraine,Lithuania
2025,0.0020852982209600105,Excluding Ukraine,Lithuania
2026,0.002328238576768008,Excluding Ukraine,Lithuania
2027,0.0025711789325760064,Excluding Ukraine,Lithuania
2028,0.0028141192883840045,Excluding Ukraine,Lithuania
2029,0.003057059644192002,Excluding Ukraine,Lithuania
2030,0.0033,Excluding Ukraine,Lithuania
2031,0.0033,Excluding Ukraine,Lithuania
2032,0.0033,Excluding Ukraine,Lithuania
2033,0.0033,Excluding Ukraine,Lithuania
2034,0.0033,Excluding Ukraine,Lithuania
2018,0.0024419059442591217,Excluding IDRC,Austria
2019,0.0026892772127089888,Excluding IDRC,Austria
2020,0.002892271796871079,Excluding IDRC,Austria
2021,0.002950005946626552,Excluding IDRC,Austria
2022,0.0031458928022188525,Excluding IDRC,Austria
2023,0.0032543178716494797,Excluding IDRC,Austria
2024,0.0037894153185566966,Excluding IDRC,Austria
2025,0.004324512765463914,Excluding IDRC,Austria
2026,0.004859610212371131,Excluding IDRC,Austria
2027,0.005394707659278348,Excluding IDRC,Austria
2028,0.005929805106185565,Excluding IDRC,Austria
2029,0.006464902553092783,Excluding IDRC,Austria
2030,0.007,Excluding IDRC,Austria
2031,0.007,Excluding IDRC,Austria
2032,0.007,Excluding IDRC,Austria
2033,0.007,Excluding IDRC,Austria
2034,0.007,Excluding IDRC,Austria
2018,0.0038473433910459973,Excluding IDRC,Belgium
2019,0.0038323887371011812,Excluding IDRC,Belgium
2020,0.004509088988381074,Excluding IDRC,Belgium
2021,0.003910500463661296,Excluding IDRC,Belgium
2022,0.003987106270717638,Excluding IDRC,Belgium
2023,0.0038608357556334004,Excluding IDRC,Belgium
2024,0.004309287790542914,Excluding IDRC,Belgium
2025,0.004757739825452429,Excluding IDRC,Belgium
2026,0.005206191860361943,Excluding IDRC,Belgium
2027,0.005654643895271458,Excluding IDRC,Belgium
2028,0.0061030959301809715,Excluding IDRC,Belgium
2029,0.006551547965090486,Excluding IDRC,Belgium
2030,0.007,Excluding IDRC,Belgium
2031,0.007,Excluding IDRC,Belgium
2032,0.007,Excluding IDRC,Belgium
2033,0.007,Excluding IDRC,Belgium
2034,0.007,Excluding IDRC,Belgium
2018,0.0069984760678066605,Excluding IDRC,Denmark
2019,0.007017180091377378,Excluding IDRC,Denmark
2020,0.007040343647451974,Excluding IDRC,Denmark
2021,0.006953965686420628,Excluding IDRC,Denmark
2022,0.0058392753482972145,Excluding IDRC,Denmark
2023,0.006671519051032084,Excluding IDRC,Denmark
2024,0.006718444900884643,Excluding IDRC,Denmark
2025,0.006765370750737203,Excluding IDRC,Denmark
2026,0.006812296600589763,Excluding IDRC,Denmark
2027,0.006859222450442321,Excluding IDRC,Denmark
2028,0.006906148300294881,Excluding IDRC,Denmark
2029,0.0069530741501474405,Excluding IDRC,Denmark
2030,0.007,Excluding IDRC,Denmark
2031,0.007,Excluding IDRC,Denmark
2032,0.007,Excluding IDRC,Denmark
2033,0.007,Excluding IDRC,Denmark
2034,0.007,Excluding IDRC,Denmark
2018,0.003992517905816746,Excluding IDRC,France
2019,0.003973701273620869,Excluding IDRC,France
2020,0.004839492277282826,Excluding IDRC,France
2021,0.0047163425225441044,Excluding IDRC,France
2022,0.005060268702921555,Excluding IDRC,France
2023,0.004575752174979622,Excluding IDRC,France
2024,0.004922073292839676,Excluding IDRC,France
2025,0.0052683944106997295,Excluding IDRC,France
2026,0.005614715528559784,Excluding IDRC,France
2027,0.005961036646419838,Excluding IDRC,France
2028,0.006307357764279892,Excluding IDRC,France
2029,0.006653678882139946,Excluding IDRC,France
2030,0.007,Excluding IDRC,France
2031,0.007,Excluding IDRC,France
2032,0.007,Excluding IDRC,France
2033,0.007,Excluding IDRC,France
2034,0.007,Excluding IDRC,France
2018,0.005170620363559501,Excluding IDRC,Germany
2019,0.00534793911203616,Excluding IDRC,Germany
2020,0.006669057280188605,Excluding IDRC,Germany
2021,0.0070217963492295666,Excluding IDRC,Germany
2022,0.007327858915425333,Excluding IDRC,Germany
2023,0.006384954756928056,Excluding IDRC,Germany
2024,0.006472818363081191,Excluding IDRC,Germany
2025,0.006560681969234325,Excluding IDRC,Germany
2026,0.00664854557538746,Excluding IDRC,Germany
2027,0.0067364091815405956,Excluding IDRC,Germany
2028,0.006824272787693731,Excluding IDRC,Germany
2029,0.006912136393846865,Excluding IDRC,Germany
2030,0.007,Excluding IDRC,Germany
2031,0.007,Excluding IDRC,Germany
2032,0.007,Excluding IDRC,Germany
2033,0.007,Excluding IDRC,Germany
2034,0.007,Excluding IDRC,Germany
2018,0.001947411682680245,Excluding IDRC,Italy
2019,0.0019652453360700078,Excluding IDRC,Italy
2020,0.002113706973468711,Excluding IDRC,Italy
2021,0.0026021064513949577,Excluding IDRC,Italy
2022,0.002543252235803,Excluding IDRC,Italy
2023,0.001956269806953627,Excluding IDRC,Italy
2024,0.0026768026916745374,Excluding IDRC,Italy
2025,0.003397335576395448,Excluding IDRC,Italy
2026,0.004117868461116359,Excluding IDRC,Italy
2027,0.004838401345837269,Excluding IDRC,Italy
2028,0.00555893423055818,Excluding IDRC,Italy
2029,0.0062794671152790905,Excluding IDRC,Italy
2030,0.007,Excluding IDRC,Italy
2031,0.007,Excluding IDRC,Italy
2032,0.007,Excluding IDRC,Italy
2033,0.007,Excluding IDRC,Italy
2034,0.007,Excluding IDRC,Italy
2018,0.005564572479783054,Excluding IDRC,Netherlands
2019,0.005320632350018641,Excluding IDRC,Netherlands
2020,0.00530273676639248,Excluding IDRC,Netherlands
2021,0.004832864440830873,Excluding IDRC,Netherlands
2022,0.005704352963476509,Excluding IDRC,Netherlands
2023,0.005461974620817437,Excluding IDRC,Netherlands
2024,0.005681692532129232,Excluding IDRC,Netherlands
2025,0.005901410443441026,Excluding IDRC,Netherlands
2026,0.006121128354752821,Excluding IDRC,Netherlands
2027,0.006340846266064616,Excluding IDRC,Netherlands
2028,0.006560564177376411,Excluding IDRC,Netherlands
2029,0.0067802820886882055,Excluding IDRC,Netherlands
2030,0.007,Excluding IDRC,Netherlands
2031,0.007,Excluding IDRC,Netherlands
2032,0.007,Excluding IDRC,Netherlands
2033,0.007,Excluding IDRC,Netherlands
2034,0.007,Excluding IDRC,Netherlands
2018,0.0017331633160883823,Excluding IDRC,Portugal
2019,0.001686875473084413,Excluding IDRC,Portugal
2020,0.0017968134766892592,Excluding IDRC,Portugal
2021,0.0017875463863478058,Excluding IDRC,Portugal
2022,0.0020500490279944123,Excluding IDRC,Portugal
2023,0.001833741221276261,Excluding IDRC,Portugal
2024,0.0025717781896653666,Excluding IDRC,Portugal
2025,0.003309815158054472,Excluding IDRC,Portugal
2026,0.004047852126443578,Excluding IDRC,Portugal
2027,0.004785889094832683,Excluding IDRC,Portugal
2028,0.005523926063221789,Excluding IDRC,Portugal
2029,0.006261963031610895,Excluding IDRC,Portugal
2030,0.007,Excluding IDRC,Portugal
2031,0.007,Excluding IDRC,Portugal
2032,0.007,Excluding IDRC,Portugal
2033,0.007,Excluding IDRC,Portugal
2034,0.007,Excluding IDRC,Portugal
2018,0.009781388610708416,Excluding IDRC,Sweden
2019,0.009079599910869235,Excluding IDRC,Sweden
2020,0.011121268254985479,Excluding IDRC,Sweden
2021,0.008933289645795232,Excluding IDRC,Sweden
2022,0.00828456929999332,Excluding IDRC,Sweden
2023,0.008671790789831185,Excluding IDRC,Sweden
2024,0.008671790789831185,Excluding IDRC,Sweden
2025,0.008671790789831185,Excluding IDRC,Sweden
2026,0.008671790789831185,Excluding IDRC,Sweden
2027,0.008671790789831185,Excluding IDRC,Sweden
2028,0.008671790789831185,Excluding IDRC,Sweden
2029,0.008671790789831185,Excluding IDRC,Sweden
2030,0.008671790789831185,Excluding IDRC,Sweden
2031,0.008671790789831185,Excluding IDRC,Sweden
2032,0.008671790789831185,Excluding IDRC,Sweden
2033,0.008671790789831185,Excluding IDRC,Sweden
2034,0.008671790789831185,Excluding IDRC,Sweden
2018,0.0033818310267164434,Excluding IDRC,Finland
2019,0.0038384773678481455,Excluding IDRC,Finland
2020,0.0044588809811608975,Excluding IDRC,Finland
2021,0.0045119246211234205,Excluding IDRC,Finland
2022,0.004280436390653332,Excluding IDRC,Finland
2023,0.004408109605541666,Excluding IDRC,Finland
2024,0.004778379661892857,Excluding IDRC,Finland
2025,0.005148649718244047,Excluding IDRC,Finland
2026,0.0055189197745952375,Excluding IDRC,Finland
2027,0.005889189830946428,Excluding IDRC,Finland
2028,0.006259459887297619,Excluding IDRC,Finland
2029,0.006629729943648809,Excluding IDRC,Finland
2030,0.007,Excluding IDRC,Finland
2031,0.007,Excluding IDRC,Finland
2032,0.007,Excluding IDRC,Finland
2033,0.007,Excluding IDRC,Finland
2034,0.007,Excluding IDRC,Finland
2018,0.002953746353576103,Excluding IDRC,Ireland
2019,0.002885829977789983,Excluding IDRC,Ireland
2020,0.002938226332001762,Excluding IDRC,Ireland
2021,0.0028874949770762285,Excluding IDRC,Ireland
2022,0.0031509406713111036,Excluding IDRC,Ireland
2023,0.0031868416620732475,Excluding IDRC,Ireland
2024,0.0037315785674913553,Excluding IDRC,Ireland
2025,0.004276315472909463,Excluding IDRC,Ireland
2026,0.00482105237832757,Excluding IDRC,Ireland
2027,0.005365789283745677,Excluding IDRC,Ireland
2028,0.005910526189163785,Excluding IDRC,Ireland
2029,0.006455263094581893,Excluding IDRC,Ireland
2030,0.007,Excluding IDRC,Ireland
2031,0.007,Excluding IDRC,Ireland
2032,0.007,Excluding IDRC,Ireland
2033,0.007,Excluding IDRC,Ireland
2034,0.007,Excluding IDRC,Ireland
2018,0.009838159614038873,Excluding IDRC,Luxembourg
2019,0.010334824365215104,Excluding IDRC,Luxembourg
2020,0.010300828476558084,Excluding IDRC,Luxembourg
2021,0.00987852076949056,Excluding IDRC,Luxembourg
2022,0.009956615885020732,Excluding IDRC,Luxembourg
2023,0.009857905051154588,Excluding IDRC,Luxembourg
2024,0.009857905051154588,Excluding IDRC,Luxembourg
2025,0.009857905051154588,Excluding IDRC,Luxembourg
2026,0.009857905051154588,Excluding IDRC,Luxembourg
2027,0.009857905051154588,Excluding IDRC,Luxembourg
2028,0.009857905051154588,Excluding IDRC,Luxembourg
2029,0.009857905051154588,Excluding IDRC,Luxembourg
2030,0.009857905051154588,Excluding IDRC,Luxembourg
2031,0.009857905051154588,Excluding IDRC,Luxembourg
2032,0.009857905051154588,Excluding IDRC,Luxembourg
2033,0.009857905051154588,Excluding IDRC,Luxembourg
2034,0.009857905051154588,Excluding IDRC,Luxembourg
2018,0.0011967511557025912,Excluding IDRC,Cyprus
2019,0.0009424923897397172,Excluding IDRC,Cyprus
2020,0.0005719808287804975,Excluding IDRC,Cyprus
2021,0.0007378345691912033,Excluding IDRC,Cyprus
2022,0.0005243976885192478,Excluding IDRC,Cyprus
2023,0.0006589447344959036,Excluding IDRC,Cyprus
2024,0.0010362383438536316,Excluding IDRC,Cyprus
2025,0.0014135319532113597,Excluding IDRC,Cyprus
2026,0.001790825562569088,Excluding IDRC,Cyprus
2027,0.002168119171926816,Excluding IDRC,Cyprus
2028,0.002545412781284544,Excluding IDRC,Cyprus
